"seqnames","start","end","width","strand","source","type","score","phase","gene_id","transcript_id","gene_type","gene_name","transcript_type","transcript_name","level","havana_gene","exon_id","tag"
"chr16",788046,800737,12692,"+","HAVANA","gene",NA,NA,"ENSG00000127586.16","ENSG00000127586.16","protein_coding","CHTF18","protein_coding","CHTF18","2","OTTHUMG00000047838.5",NA,NA
"chr16",798187,800686,2500,"-","HAVANA","gene",NA,NA,"ENSG00000127588.4","ENSG00000127588.4","protein_coding","GNG13","protein_coding","GNG13","2","OTTHUMG00000047839.3",NA,NA
"chr16",805443,813861,8419,"+","HAVANA","gene",NA,NA,"ENSG00000167945.1","ENSG00000167945.1","protein_coding","PRR25","protein_coding","PRR25","2","OTTHUMG00000178117.2",NA,NA
"chr16",853634,970999,117366,"-","HAVANA","gene",NA,NA,"ENSG00000103227.18","ENSG00000103227.18","protein_coding","LMF1","protein_coding","LMF1","1","OTTHUMG00000047848.5",NA,"overlapping_locus"
"chr16",981808,986979,5172,"+","HAVANA","gene",NA,NA,"ENSG00000005513.9","ENSG00000005513.9","protein_coding","SOX8","protein_coding","SOX8","2","OTTHUMG00000122101.3",NA,NA
"chr16",1078781,1080142,1362,"+","HAVANA","gene",NA,NA,"ENSG00000162009.8","ENSG00000162009.8","protein_coding","SSTR5","protein_coding","SSTR5","2","OTTHUMG00000047842.5",NA,"retrogene"
"chr16",1090005,1096244,6240,"-","HAVANA","gene",NA,NA,"ENSG00000184471.7","ENSG00000184471.7","protein_coding","C1QTNF8","protein_coding","C1QTNF8","2","OTTHUMG00000167756.1",NA,NA
"chr16",1153121,1221650,68530,"+","HAVANA","gene",NA,NA,"ENSG00000196557.12","ENSG00000196557.12","protein_coding","CACNA1H","protein_coding","CACNA1H","1","OTTHUMG00000172992.4",NA,NA
"chr16",1221773,1225257,3485,"-","HAVANA","gene",NA,NA,"ENSG00000116176.6","ENSG00000116176.6","protein_coding","TPSG1","protein_coding","TPSG1","2","OTTHUMG00000090466.2",NA,NA
"chr16",1227272,1230184,2913,"-","HAVANA","gene",NA,NA,"ENSG00000197253.13","ENSG00000197253.13","protein_coding","TPSB2","protein_coding","TPSB2","2","OTTHUMG00000155926.4",NA,NA
"chr16",1240696,1242554,1859,"+","HAVANA","gene",NA,NA,"ENSG00000172236.16","ENSG00000172236.16","protein_coding","TPSAB1","protein_coding","TPSAB1","2","OTTHUMG00000090467.3",NA,NA
"chr16",1256059,1258998,2940,"+","HAVANA","gene",NA,NA,"ENSG00000095917.13","ENSG00000095917.13","protein_coding","TPSD1","protein_coding","TPSD1","1","OTTHUMG00000128511.4",NA,"overlapping_locus"
"chr16",1309414,1327018,17605,"+","HAVANA","gene",NA,NA,"ENSG00000103275.19","ENSG00000103275.19","protein_coding","UBE2I","protein_coding","UBE2I","2","OTTHUMG00000186701.3",NA,NA
"chr16",1333601,1349239,15639,"+","HAVANA","gene",NA,NA,"ENSG00000007516.13","ENSG00000007516.13","protein_coding","BAIAP3","protein_coding","BAIAP3","1","OTTHUMG00000047833.5",NA,NA
"chr16",1349442,1351911,2470,"-","HAVANA","gene",NA,NA,"ENSG00000007520.3","ENSG00000007520.3","protein_coding","TSR3","protein_coding","TSR3","2","OTTHUMG00000047834.3",NA,NA
"chr16",1351923,1363204,11282,"+","HAVANA","gene",NA,NA,"ENSG00000090581.9","ENSG00000090581.9","protein_coding","GNPTG","protein_coding","GNPTG","2","OTTHUMG00000047835.6",NA,NA
"chr16",1364114,1414751,50638,"-","HAVANA","gene",NA,NA,"ENSG00000059145.18","ENSG00000059145.18","protein_coding","UNKL","protein_coding","UNKL","1","OTTHUMG00000128553.7",NA,NA
"chr16",1419744,1420800,1057,"-","HAVANA","gene",NA,NA,"ENSG00000174109.4","ENSG00000174109.4","protein_coding","C16orf91","protein_coding","C16orf91","2","OTTHUMG00000176551.2",NA,NA
"chr16",1431035,1433397,2363,"+","HAVANA","gene",NA,NA,"ENSG00000284395.1","ENSG00000284395.1","protein_coding","LA16c-312E8.5","protein_coding","LA16c-312E8.5","2","OTTHUMG00000192124.1",NA,NA
"chr16",1434383,1444556,10174,"-","HAVANA","gene",NA,NA,"ENSG00000197599.12","ENSG00000197599.12","protein_coding","CCDC154","protein_coding","CCDC154","2","OTTHUMG00000154097.3",NA,NA
"chr16",1444935,1475580,30646,"-","HAVANA","gene",NA,NA,"ENSG00000103249.17","ENSG00000103249.17","protein_coding","CLCN7","protein_coding","CLCN7","1","OTTHUMG00000044467.5",NA,"overlapping_locus"
"chr16",1485886,1488981,3096,"-","HAVANA","gene",NA,NA,"ENSG00000251692.7","ENSG00000251692.7","protein_coding","PTX4","protein_coding","PTX4","1","OTTHUMG00000044470.2",NA,NA
"chr16",1493344,1510426,17083,"+","HAVANA","gene",NA,NA,"ENSG00000100726.14","ENSG00000100726.14","protein_coding","TELO2","protein_coding","TELO2","2","OTTHUMG00000044471.7",NA,NA
"chr16",1510458,1612110,101653,"-","HAVANA","gene",NA,NA,"ENSG00000187535.13","ENSG00000187535.13","protein_coding","IFT140","protein_coding","IFT140","1","OTTHUMG00000128585.4",NA,"overlapping_locus"
"chr16",1528688,1555580,26893,"+","HAVANA","gene",NA,NA,"ENSG00000131634.13","ENSG00000131634.13","protein_coding","TMEM204","protein_coding","TMEM204","2","OTTHUMG00000176585.1",NA,"overlapping_locus"
"chr16",1612325,1677908,65584,"+","HAVANA","gene",NA,NA,"ENSG00000007545.15","ENSG00000007545.15","protein_coding","CRAMP1","protein_coding","CRAMP1","2","OTTHUMG00000074087.7",NA,"overlapping_locus"
"chr16",1678256,1702280,24025,"+","HAVANA","gene",NA,NA,"ENSG00000206053.12","ENSG00000206053.12","protein_coding","HN1L","protein_coding","HN1L","1","OTTHUMG00000047859.4",NA,"overlapping_locus"
"chr16",1706183,1770285,64103,"+","HAVANA","gene",NA,NA,"ENSG00000138834.12","ENSG00000138834.12","protein_coding","MAPK8IP3","protein_coding","MAPK8IP3","2","OTTHUMG00000128637.5",NA,"overlapping_locus"
"chr16",1770318,1771730,1413,"-","HAVANA","gene",NA,NA,"ENSG00000103024.7","ENSG00000103024.7","protein_coding","NME3","protein_coding","NME3","2","OTTHUMG00000128635.3",NA,NA
"chr16",1771890,1773155,1266,"-","HAVANA","gene",NA,NA,"ENSG00000074071.14","ENSG00000074071.14","protein_coding","MRPS34","protein_coding","MRPS34","2","OTTHUMG00000128636.2",NA,NA
"chr16",1773207,1781708,8502,"+","HAVANA","gene",NA,NA,"ENSG00000197774.12","ENSG00000197774.12","protein_coding","EME2","protein_coding","EME2","2","OTTHUMG00000176706.3",NA,NA
"chr16",1776712,1782820,6109,"-","HAVANA","gene",NA,NA,"ENSG00000162032.15","ENSG00000162032.15","protein_coding","SPSB3","protein_coding","SPSB3","2","OTTHUMG00000176746.2",NA,"overlapping_locus"
"chr16",1782901,1789191,6291,"+","HAVANA","gene",NA,NA,"ENSG00000095906.16","ENSG00000095906.16","protein_coding","NUBP2","protein_coding","NUBP2","1","OTTHUMG00000128639.5",NA,NA
"chr16",1790413,1794971,4559,"-","HAVANA","gene",NA,NA,"ENSG00000099769.5","ENSG00000099769.5","protein_coding","IGFALS","protein_coding","IGFALS","1","OTTHUMG00000128638.2",NA,"overlapping_locus"
"chr16",1795620,1826940,31321,"-","HAVANA","gene",NA,NA,"ENSG00000063854.12","ENSG00000063854.12","protein_coding","HAGH","protein_coding","HAGH","1","OTTHUMG00000128662.5",NA,NA
"chr16",1827195,1840207,13013,"+","HAVANA","gene",NA,NA,"ENSG00000180185.11","ENSG00000180185.11","protein_coding","FAHD1","protein_coding","FAHD1","2","OTTHUMG00000128663.2",NA,NA
"chr16",1833983,1872178,38196,"-","HAVANA","gene",NA,NA,"ENSG00000162039.14","ENSG00000162039.14","protein_coding","MEIOB","protein_coding","MEIOB","1","OTTHUMG00000128683.4",NA,"overlapping_locus"
"chr16",1911463,1918440,6978,"-","HAVANA","gene",NA,NA,"ENSG00000162040.6","ENSG00000162040.6","protein_coding","HS3ST6","protein_coding","HS3ST6","2","OTTHUMG00000047860.3",NA,NA
"chr16",1938210,1943326,5117,"-","HAVANA","gene",NA,NA,"ENSG00000198736.11","ENSG00000198736.11","protein_coding","MSRB1","protein_coding","MSRB1","1","OTTHUMG00000129143.2",NA,NA
"chr16",1943974,1957606,13633,"-","HAVANA","gene",NA,NA,"ENSG00000140986.7","ENSG00000140986.7","protein_coding","RPL3L","protein_coding","RPL3L","2","OTTHUMG00000128685.3",NA,NA
"chr16",1959508,1961975,2468,"+","HAVANA","gene",NA,NA,"ENSG00000140990.14","ENSG00000140990.14","protein_coding","NDUFB10","protein_coding","NDUFB10","1","OTTHUMG00000128709.3",NA,NA
"chr16",1962052,1964860,2809,"-","HAVANA","gene",NA,NA,"ENSG00000140988.15","ENSG00000140988.15","protein_coding","RPS2","protein_coding","RPS2","2","OTTHUMG00000128708.5",NA,"overlapping_locus"
"chr16",1966823,1968975,2153,"+","HAVANA","gene",NA,NA,"ENSG00000179580.9","ENSG00000179580.9","protein_coding","RNF151","protein_coding","RNF151","1","OTTHUMG00000176852.2",NA,NA
"chr16",1972037,1982933,10897,"+","HAVANA","gene",NA,NA,"ENSG00000183751.14","ENSG00000183751.14","protein_coding","TBL3","protein_coding","TBL3","2","OTTHUMG00000128710.4",NA,NA
"chr16",1984167,1984192,26,"-","HAVANA","gene",NA,NA,"ENSG00000196408.11","ENSG00000196408.11","protein_coding","NOXO1","protein_coding","NOXO1","2","OTTHUMG00000128707.3",NA,NA
"chr16",1984207,1987749,3543,"+","HAVANA","gene",NA,NA,"ENSG00000127554.12","ENSG00000127554.12","protein_coding","GFER","protein_coding","GFER","2","OTTHUMG00000176896.1",NA,NA
"chr16",1989660,1994275,4616,"+","HAVANA","gene",NA,NA,"ENSG00000127561.14","ENSG00000127561.14","protein_coding","SYNGR3","protein_coding","SYNGR3","2","OTTHUMG00000128711.4",NA,NA
"chr16",1997933,2009823,11891,"-","HAVANA","gene",NA,NA,"ENSG00000167962.13","ENSG00000167962.13","protein_coding","ZNF598","protein_coding","ZNF598","2","OTTHUMG00000176955.4",NA,NA
"chr16",2009926,2020755,10830,"+","HAVANA","gene",NA,NA,"ENSG00000183971.6","ENSG00000183971.6","protein_coding","NPW","protein_coding","NPW","2","OTTHUMG00000176914.2",NA,"ncRNA_host"
"chr16",2025356,2039026,13671,"+","HAVANA","gene",NA,NA,"ENSG00000065054.13","ENSG00000065054.13","protein_coding","SLC9A3R2","protein_coding","SLC9A3R2","1","OTTHUMG00000176956.3",NA,NA
"chr16",2039815,2047464,7650,"-","HAVANA","gene",NA,NA,"ENSG00000065057.7","ENSG00000065057.7","protein_coding","NTHL1","protein_coding","NTHL1","1","OTTHUMG00000128744.3",NA,NA
"chr16",2047867,2088709,40843,"+","HAVANA","gene",NA,NA,"ENSG00000103197.16","ENSG00000103197.16","protein_coding","TSC2","protein_coding","TSC2","1","OTTHUMG00000128745.11",NA,NA
"chr16",2088721,2135898,47178,"-","HAVANA","gene",NA,NA,"ENSG00000008710.19","ENSG00000008710.19","protein_coding","PKD1","protein_coding","PKD1","1","OTTHUMG00000155795.5",NA,"overlapping_locus"
"chr16",2140803,2154165,13363,"+","HAVANA","gene",NA,NA,"ENSG00000167964.12","ENSG00000167964.12","protein_coding","RAB26","protein_coding","RAB26","1","OTTHUMG00000128829.3",NA,NA
"chr16",2155698,2177179,21482,"+","HAVANA","gene",NA,NA,"ENSG00000131653.12","ENSG00000131653.12","protein_coding","TRAF7","protein_coding","TRAF7","2","OTTHUMG00000128826.3",NA,NA
"chr16",2178130,2196525,18396,"-","HAVANA","gene",NA,NA,"ENSG00000167971.15","ENSG00000167971.15","protein_coding","CASKIN1","protein_coding","CASKIN1","2","OTTHUMG00000177045.3",NA,NA
"chr16",2204248,2209252,5005,"+","HAVANA","gene",NA,NA,"ENSG00000167965.17","ENSG00000167965.17","protein_coding","MLST8","protein_coding","MLST8","2","OTTHUMG00000128827.5",NA,NA
"chr16",2209417,2211950,2534,"-","HAVANA","gene",NA,NA,"ENSG00000182685.7","ENSG00000182685.7","protein_coding","BRICD5","protein_coding","BRICD5","2","OTTHUMG00000128831.3",NA,NA
"chr16",2212156,2214807,2652,"-","HAVANA","gene",NA,NA,"ENSG00000184207.8","ENSG00000184207.8","protein_coding","PGP","protein_coding","PGP","2","OTTHUMG00000177047.1",NA,NA
"chr16",2223566,2235688,12123,"+","HAVANA","gene",NA,NA,"ENSG00000167967.15","ENSG00000167967.15","protein_coding","E4F1","protein_coding","E4F1","2","OTTHUMG00000177084.2",NA,NA
"chr16",2236914,2238711,1798,"+","HAVANA","gene",NA,NA,"ENSG00000167968.12","ENSG00000167968.12","protein_coding","DNASE1L2","protein_coding","DNASE1L2","2","OTTHUMG00000177086.2",NA,NA
"chr16",2239395,2252300,12906,"-","HAVANA","gene",NA,NA,"ENSG00000167969.12","ENSG00000167969.12","protein_coding","ECI1","protein_coding","ECI1","2","OTTHUMG00000128830.4",NA,NA
"chr16",2253116,2268412,15297,"-","HAVANA","gene",NA,NA,"ENSG00000205937.11","ENSG00000205937.11","protein_coding","RNPS1","protein_coding","RNPS1","2","OTTHUMG00000128828.4",NA,NA
"chr16",2275881,2340746,64866,"-","HAVANA","gene",NA,NA,"ENSG00000167972.13","ENSG00000167972.13","protein_coding","ABCA3","protein_coding","ABCA3","1","OTTHUMG00000128845.2",NA,"overlapping_locus"
"chr16",2429394,2458809,29416,"+","HAVANA","gene",NA,NA,"ENSG00000162063.12","ENSG00000162063.12","protein_coding","CCNF","protein_coding","CCNF","2","OTTHUMG00000128858.2",NA,"ncRNA_host"
"chr16",2460080,2464949,4870,"+","HAVANA","gene",NA,NA,"ENSG00000162062.14","ENSG00000162062.14","protein_coding","C16orf59","protein_coding","C16orf59","2","OTTHUMG00000128859.5",NA,"ncRNA_host"
"chr16",2471499,2474145,2647,"+","HAVANA","gene",NA,NA,"ENSG00000162068.1","ENSG00000162068.1","protein_coding","NTN3","protein_coding","NTN3","2","OTTHUMG00000128867.1",NA,NA
"chr16",2475051,2509560,34510,"+","HAVANA","gene",NA,NA,"ENSG00000162065.12","ENSG00000162065.12","protein_coding","TBC1D24","protein_coding","TBC1D24","2","OTTHUMG00000177150.5",NA,"overlapping_locus"
"chr16",2513870,2520218,6349,"+","HAVANA","gene",NA,NA,"ENSG00000185883.11","ENSG00000185883.11","protein_coding","ATP6V0C","protein_coding","ATP6V0C","2","OTTHUMG00000128865.3",NA,"overlapping_locus"
"chr16",2520357,2531422,11066,"+","HAVANA","gene",NA,NA,"ENSG00000162066.14","ENSG00000162066.14","protein_coding","AMDHD2","protein_coding","AMDHD2","1","OTTHUMG00000128866.3",NA,"overlapping_locus"
"chr16",2537964,2603188,65225,"+","HAVANA","gene",NA,NA,"ENSG00000140992.18","ENSG00000140992.18","protein_coding","PDPK1","protein_coding","PDPK1","1","OTTHUMG00000128874.7",NA,"overlapping_locus"
"chr16",2682475,2709030,26556,"+","HAVANA","gene",NA,NA,"ENSG00000167977.8","ENSG00000167977.8","protein_coding","KCTD5","protein_coding","KCTD5","2","OTTHUMG00000128930.3",NA,"overlapping_locus"
"chr16",2712418,2720551,8134,"-","HAVANA","gene",NA,NA,"ENSG00000172382.9","ENSG00000172382.9","protein_coding","PRSS27","protein_coding","PRSS27","2","OTTHUMG00000128929.2",NA,NA
"chr16",2752329,2772538,20210,"+","HAVANA","gene",NA,NA,"ENSG00000167978.16","ENSG00000167978.16","protein_coding","SRRM2","protein_coding","SRRM2","1","OTTHUMG00000177358.5",NA,NA
"chr16",2771604,2777297,5694,"-","HAVANA","gene",NA,NA,"ENSG00000103363.14","ENSG00000103363.14","protein_coding","ELOB","protein_coding","ELOB","2","OTTHUMG00000154125.2",NA,NA
"chr16",2783953,2787948,3996,"-","HAVANA","gene",NA,NA,"ENSG00000103355.13","ENSG00000103355.13","protein_coding","PRSS33","protein_coding","PRSS33","2","OTTHUMG00000177360.3",NA,NA
"chr16",2798485,2805302,6818,"+","HAVANA","gene",NA,NA,"ENSG00000215148.8","ENSG00000215148.8","protein_coding","PRSS41","protein_coding","PRSS41","2","OTTHUMG00000128932.4",NA,NA
"chr16",2817180,2826304,9125,"+","HAVANA","gene",NA,NA,"ENSG00000007038.10","ENSG00000007038.10","protein_coding","PRSS21","protein_coding","PRSS21","2","OTTHUMG00000128931.2",NA,NA
"chr16",2830169,2839567,9399,"+","HAVANA","gene",NA,NA,"ENSG00000162078.11","ENSG00000162078.11","protein_coding","ZG16B","protein_coding","ZG16B","1","OTTHUMG00000128933.3",NA,NA
"chr16",2852727,2858170,5444,"-","HAVANA","gene",NA,NA,"ENSG00000005001.9","ENSG00000005001.9","protein_coding","PRSS22","protein_coding","PRSS22","1","OTTHUMG00000128961.2",NA,NA
"chr16",2883186,2899382,16197,"+","HAVANA","gene",NA,NA,"ENSG00000162076.12","ENSG00000162076.12","protein_coding","FLYWCH2","protein_coding","FLYWCH2","2","OTTHUMG00000128962.4",NA,NA
"chr16",2911937,2951208,39272,"+","HAVANA","gene",NA,NA,"ENSG00000059122.16","ENSG00000059122.16","protein_coding","FLYWCH1","protein_coding","FLYWCH1","1","OTTHUMG00000177364.3",NA,NA
"chr16",2963944,2968023,4080,"+","HAVANA","gene",NA,NA,"ENSG00000131650.13","ENSG00000131650.13","protein_coding","KREMEN2","protein_coding","KREMEN2","2","OTTHUMG00000128976.2",NA,NA
"chr16",2968384,2980539,12156,"-","HAVANA","gene",NA,NA,"ENSG00000127564.16","ENSG00000127564.16","protein_coding","PKMYT1","protein_coding","PKMYT1","1","OTTHUMG00000128975.3",NA,NA
"chr16",2969245,2973489,4245,"+","HAVANA","gene",NA,NA,"ENSG00000162073.13","ENSG00000162073.13","protein_coding","PAQR4","protein_coding","PAQR4","1","OTTHUMG00000128977.2",NA,NA
"chr16",2988256,3002016,13761,"+","HAVANA","gene",NA,NA,"ENSG00000270168.2","ENSG00000270168.2","protein_coding","LA16c-380H5.3","protein_coding","LA16c-380H5.3","2","OTTHUMG00000177448.2",NA,NA
"chr16",3012456,3014505,2050,"+","HAVANA","gene",NA,NA,"ENSG00000213937.3","ENSG00000213937.3","protein_coding","CLDN9","protein_coding","CLDN9","2","OTTHUMG00000129000.1",NA,"retrogene"
"chr16",3014712,3020071,5360,"-","HAVANA","gene",NA,NA,"ENSG00000184697.6","ENSG00000184697.6","protein_coding","CLDN6","protein_coding","CLDN6","2","OTTHUMG00000128999.2",NA,"retrogene"
"chr16",3018485,3022383,3899,"+","HAVANA","gene",NA,NA,"ENSG00000006327.13","ENSG00000006327.13","protein_coding","TNFRSF12A","protein_coding","TNFRSF12A","2","OTTHUMG00000129001.2",NA,NA
"chr16",3022620,3024030,1411,"-","HAVANA","gene",NA,NA,"ENSG00000103145.10","ENSG00000103145.10","protein_coding","HCFC1R1","protein_coding","HCFC1R1","1","OTTHUMG00000177450.1",NA,NA
"chr16",3024287,3027683,3397,"+","HAVANA","gene",NA,NA,"ENSG00000131652.13","ENSG00000131652.13","protein_coding","THOC6","protein_coding","THOC6","2","OTTHUMG00000177451.1",NA,NA
"chr16",3027756,3035337,7582,"-","HAVANA","gene",NA,NA,"ENSG00000162069.14","ENSG00000162069.14","protein_coding","BICDL2","protein_coding","BICDL2","2","OTTHUMG00000177452.1",NA,NA
"chr16",3046681,3060726,14046,"+","HAVANA","gene",NA,NA,"ENSG00000008516.16","ENSG00000008516.16","protein_coding","MMP25","protein_coding","MMP25","2","OTTHUMG00000177475.1",NA,NA
"chr16",3065297,3082192,16896,"+","HAVANA","gene",NA,NA,"ENSG00000008517.16","ENSG00000008517.16","protein_coding","IL32","protein_coding","IL32","2","OTTHUMG00000167498.6",NA,"ncRNA_host"
"chr16",3088890,3099317,10428,"-","HAVANA","gene",NA,NA,"ENSG00000130182.7","ENSG00000130182.7","protein_coding","ZSCAN10","protein_coding","ZSCAN10","2","OTTHUMG00000177478.3",NA,NA
"chr16",3112560,3120517,7958,"+","HAVANA","gene",NA,NA,"ENSG00000122386.10","ENSG00000122386.10","protein_coding","ZNF205","protein_coding","ZNF205","1","OTTHUMG00000148676.2",NA,NA
"chr16",3129777,3142805,13029,"+","HAVANA","gene",NA,NA,"ENSG00000085644.13","ENSG00000085644.13","protein_coding","ZNF213","protein_coding","ZNF213","1","OTTHUMG00000177519.1",NA,NA
"chr16",3204247,3205188,942,"+","HAVANA","gene",NA,NA,"ENSG00000168124.2","ENSG00000168124.2","protein_coding","OR1F1","protein_coding","OR1F1","2","OTTHUMG00000133153.1",NA,"overlapping_locus"
"chr16",3222325,3236221,13897,"-","HAVANA","gene",NA,NA,"ENSG00000010539.11","ENSG00000010539.11","protein_coding","ZNF200","protein_coding","ZNF200","2","OTTHUMG00000129317.5",NA,NA
"chr16",3242028,3256627,14600,"-","HAVANA","gene",NA,NA,"ENSG00000103313.12","ENSG00000103313.12","protein_coding","MEFV","protein_coding","MEFV","1","OTTHUMG00000129324.8",NA,NA
"chr16",3282943,3291460,8518,"+","HAVANA","gene",NA,NA,"ENSG00000006194.9","ENSG00000006194.9","protein_coding","ZNF263","protein_coding","ZNF263","1","OTTHUMG00000129323.3",NA,"overlapping_locus"
"chr16",3298832,3305729,6898,"-","HAVANA","gene",NA,NA,"ENSG00000140993.10","ENSG00000140993.10","protein_coding","TIGD7","protein_coding","TIGD7","1","OTTHUMG00000129325.3",NA,NA
"chr16",3308394,3318852,10459,"+","HAVANA","gene",NA,NA,"ENSG00000162086.14","ENSG00000162086.14","protein_coding","ZNF75A","protein_coding","ZNF75A","1","OTTHUMG00000129356.3",NA,"overlapping_locus"
"chr16",3355889,3357294,1406,"+","HAVANA","gene",NA,NA,"ENSG00000168158.3","ENSG00000168158.3","protein_coding","OR2C1","protein_coding","OR2C1","2","OTTHUMG00000090505.3",NA,NA
"chr16",3365099,3390188,25090,"+","HAVANA","gene",NA,NA,"ENSG00000262621.4","ENSG00000262621.4","protein_coding","LA16c-306E5.2","protein_coding","LA16c-306E5.2","2","OTTHUMG00000177580.3",NA,"overlapping_locus"
"chr16",3370979,3372740,1762,"-","HAVANA","gene",NA,NA,"ENSG00000232196.3","ENSG00000232196.3","protein_coding","MTRNR2L4","protein_coding","MTRNR2L4","2","OTTHUMG00000184964.2",NA,NA
"chr16",3382081,3401065,18985,"-","HAVANA","gene",NA,NA,"ENSG00000140987.19","ENSG00000140987.19","protein_coding","ZSCAN32","protein_coding","ZSCAN32","1","OTTHUMG00000129357.4",NA,NA
"chr16",3401235,3409370,8136,"+","HAVANA","gene",NA,NA,"ENSG00000103343.12","ENSG00000103343.12","protein_coding","ZNF174","protein_coding","ZNF174","2","OTTHUMG00000129358.2",NA,"overlapping_locus"
"chr16",3432422,3443542,11121,"-","HAVANA","gene",NA,NA,"ENSG00000167981.5","ENSG00000167981.5","protein_coding","ZNF597","protein_coding","ZNF597","2","OTTHUMG00000129359.3",NA,NA
"chr16",3443611,3486963,43353,"+","HAVANA","gene",NA,NA,"ENSG00000122390.17","ENSG00000122390.17","protein_coding","NAA60","protein_coding","NAA60","1","OTTHUMG00000150268.5",NA,"overlapping_locus"
"chr16",3493484,3495480,1997,"-","HAVANA","gene",NA,NA,"ENSG00000215131.10","ENSG00000215131.10","protein_coding","C16orf90","protein_coding","C16orf90","1","OTTHUMG00000154627.3",NA,NA
"chr16",3500924,3539032,38109,"+","HAVANA","gene",NA,NA,"ENSG00000103351.12","ENSG00000103351.12","protein_coding","CLUAP1","protein_coding","CLUAP1","2","OTTHUMG00000177581.4",NA,"overlapping_locus"
"chr16",3539049,3577400,38352,"-","HAVANA","gene",NA,NA,"ENSG00000167984.17","ENSG00000167984.17","protein_coding","NLRC3","protein_coding","NLRC3","2","OTTHUMG00000177561.6",NA,NA
"chr16",3581379,3611598,30220,"-","HAVANA","gene",NA,NA,"ENSG00000188827.10","ENSG00000188827.10","protein_coding","SLX4","protein_coding","SLX4","2","OTTHUMG00000074089.3",NA,NA
"chr16",3611728,3680143,68416,"+","HAVANA","gene",NA,NA,"ENSG00000213918.10","ENSG00000213918.10","protein_coding","DNASE1","protein_coding","DNASE1","2","OTTHUMG00000129426.4",NA,NA
"chr16",3665971,3717597,51627,"-","HAVANA","gene",NA,NA,"ENSG00000126602.10","ENSG00000126602.10","protein_coding","TRAP1","protein_coding","TRAP1","2","OTTHUMG00000129427.3",NA,"overlapping_locus"
"chr16",3725054,3880726,155673,"-","HAVANA","gene",NA,NA,"ENSG00000005339.14","ENSG00000005339.14","protein_coding","CREBBP","protein_coding","CREBBP","1","OTTHUMG00000129431.6",NA,NA
"chr16",3953387,4116185,162799,"-","HAVANA","gene",NA,NA,"ENSG00000162104.9","ENSG00000162104.9","protein_coding","ADCY9","protein_coding","ADCY9","2","OTTHUMG00000177612.2",NA,NA
"chr16",4189374,4242080,52707,"-","HAVANA","gene",NA,NA,"ENSG00000185739.13","ENSG00000185739.13","protein_coding","SRL","protein_coding","SRL","2","OTTHUMG00000177617.1",NA,NA
"chr16",4257186,4273075,15890,"-","HAVANA","gene",NA,NA,"ENSG00000090447.11","ENSG00000090447.11","protein_coding","TFAP4","protein_coding","TFAP4","1","OTTHUMG00000129435.3",NA,NA
"chr16",4314761,4339597,24837,"+","HAVANA","gene",NA,NA,"ENSG00000126603.8","ENSG00000126603.8","protein_coding","GLIS2","protein_coding","GLIS2","2","OTTHUMG00000129467.1",NA,NA
"chr16",4331549,4355607,24059,"-","HAVANA","gene",NA,NA,"ENSG00000217930.7","ENSG00000217930.7","protein_coding","PAM16","protein_coding","PAM16","1","OTTHUMG00000129466.2",NA,"overlapping_locus"
"chr16",4354542,4425705,71164,"-","HAVANA","gene",NA,NA,"ENSG00000262246.5","ENSG00000262246.5","protein_coding","CORO7","protein_coding","CORO7","1","OTTHUMG00000129465.5",NA,"overlapping_locus"
"chr16",4371848,4383528,11681,"+","HAVANA","gene",NA,NA,"ENSG00000168140.4","ENSG00000168140.4","protein_coding","VASN","protein_coding","VASN","2","OTTHUMG00000129469.1",NA,NA
"chr16",4425805,4456775,30971,"+","HAVANA","gene",NA,NA,"ENSG00000103423.13","ENSG00000103423.13","protein_coding","DNAJA3","protein_coding","DNAJA3","1","OTTHUMG00000129470.3",NA,"overlapping_locus"
"chr16",4461680,4495763,34084,"-","HAVANA","gene",NA,NA,"ENSG00000153406.13","ENSG00000153406.13","protein_coding","NMRAL1","protein_coding","NMRAL1","1","OTTHUMG00000129468.4",NA,NA
"chr16",4475924,4510347,34424,"+","HAVANA","gene",NA,NA,"ENSG00000103415.11","ENSG00000103415.11","protein_coding","HMOX2","protein_coding","HMOX2","2","OTTHUMG00000129473.3",NA,NA
"chr16",4510675,4538828,28154,"-","HAVANA","gene",NA,NA,"ENSG00000089486.16","ENSG00000089486.16","protein_coding","CDIP1","protein_coding","CDIP1","1","OTTHUMG00000177172.5",NA,"overlapping_locus"
"chr16",4556490,4600714,44225,"+","HAVANA","gene",NA,NA,"ENSG00000205832.7","ENSG00000205832.7","protein_coding","C16orf96","protein_coding","C16orf96","2","OTTHUMG00000176519.2",NA,NA
"chr16",4608883,4615027,6145,"-","HAVANA","gene",NA,NA,"ENSG00000153443.12","ENSG00000153443.12","protein_coding","UBALD1","protein_coding","UBALD1","1","OTTHUMG00000129472.7",NA,NA
"chr16",4616493,4690974,74482,"+","HAVANA","gene",NA,NA,"ENSG00000102858.12","ENSG00000102858.12","protein_coding","MGRN1","protein_coding","MGRN1","1","OTTHUMG00000176436.11",NA,"ncRNA_host"
"chr16",4693694,4695859,2166,"+","HAVANA","gene",NA,NA,"ENSG00000168101.14","ENSG00000168101.14","protein_coding","NUDT16L1","protein_coding","NUDT16L1","1","OTTHUMG00000129471.6",NA,NA
